tenure,MonthlyCharges,TotalCharges
38.8904412,58.27769267,3081.544741
30.4904412,53.29769267,2615.584741
35.8904412,66.06769267,3259.154741
27.6904412,70.09769267,2599.864741
30.0904412,65.60769267,2787.654741
37.8904412,68.18769267,3551.344741
33.6904412,53.32769267,2682.214741
34.0904412,54.15769267,2707.344741
15,74.45,1145.7
28.6904412,64.50769267,2652.024741
30.2904412,70.28769267,2863.154741
39.4904412,53.32769267,2801.704741
27.4904412,55.20769267,2557.294741
1,45.3,45.3
28.8904412,66.11769267,2683.834741
33.8904412,64.16769267,3041.964741
29.8904412,65.06769267,2773.634741
27.4904412,54.17769267,2556.264741
20,51.8,1023.85
27.8904412,55.29769267,2567.734741
29.8904412,53.14769267,2600.264741
35.2904412,60.53769267,3027.124741
35.8904412,63.59769267,3185.974741
28.4904412,67.41769267,2657.504741
69,19.75,1375.4
41.6904412,71.15769267,4177.164741
39.0904412,53.07769267,2789.844741
31.2904412,68.52769267,2931.634741
32.0904412,54.03769267,2668.784741
39.0904412,71.48769267,3855.254741
72,112.25,8041.65
1,20.75,20.75
32.6904412,69.59769267,3087.534741
30.0904412,65.22769267,2773.764741
71,105.55,7405.5
29.8904412,64.87769267,2758.094741
44,68.85,2958.95
33.8904412,65.20769267,3088.274741
41.6904412,60.30769267,3387.144741
27.4904412,65.19769267,2567.284741
31.0904412,70.53769267,2938.194741
40.0904412,69.70769267,3882.124741
2,46,84.5
27.4904412,54.26769267,2556.354741
61,19.75,1124.2
33.0904412,53.21769267,2659.314741
31.8904412,66.57769267,2946.474741
38.6904412,60.96769267,3238.794741
41.6904412,58.26769267,3179.264741
40.4904412,60.53769267,3309.144741
40.2904412,66.05769267,3616.204741
28.8904412,65.21769267,2676.224741
28.0904412,63.24769267,2604.974741
41.4904412,54.16769267,2918.684741
27.4904412,53.25769267,2555.344741
28.0904412,59.22769267,2587.174741
29.6904412,53.08769267,2595.174741
32.0904412,59.33769267,2809.054741
33.4904412,65.44769267,3060.454741
1,55.2,55.2
33.2904412,67.19769267,3095.934741
36.6904412,66.27769267,3372.754741
54,108,5760.65
37.2904412,67.91769267,3500.804741
27.4904412,66.13769267,2568.224741
41.6904412,53.26769267,2864.684741
29,25.15,702
27.6904412,60.09769267,2574.124741
29.2904412,55.13769267,2611.114741
30.8904412,63.84769267,2812.494741
29.4904412,68.21769267,2775.364741
16,19.75,284.35
72,86.6,6350.5
41.6904412,71.05769267,4126.964741
35.4904412,64.15769267,3188.834741
40.2904412,68.09769267,3776.534741
29.8904412,60.17769267,2697.564741
4,75.35,273.4
35.4904412,62.21769267,3057.664741
30.2904412,64.09769267,2766.164741
27.4904412,58.92769267,2561.014741
35.6904412,69.01769267,3410.994741
37.4904412,67.91769267,3475.214741
2,70.4,147.15
27.4904412,57.25769267,2559.344741
32,83.7,2633.3
29.2904412,53.18769267,2589.914741
40.6904412,61.12769267,3372.084741
39.4904412,72.23769267,3952.934741
37.2904412,72.08769267,3709.524741
27.6904412,58.13769267,2567.414741
33.0904412,58.21769267,2797.034741
27.8904412,57.44769267,2577.744741
29.8904412,70.59769267,2824.164741
38.6904412,67.18769267,3536.374741
33.4904412,59.18769267,2855.324741
36.2904412,71.87769267,3557.754741
61,88.1,5526.75
50,24.9,1195.25
31.0904412,70.21769267,2952.754741
39.0904412,53.08769267,2771.224741
41.4904412,54.06769267,2897.894741
30.4904412,68.10769267,2853.544741
57,59.75,3450.15
27.4904412,54.17769267,2556.264741
31.2904412,70.62769267,2985.714741
27.4904412,63.33769267,2565.424741
5,85.4,401.1
37.6904412,70.22769267,3676.274741
31.4904412,62.20769267,2819.264741
30.0904412,60.21769267,2705.694741
28.2904412,59.32769267,2600.254741
28.4904412,60.24769267,2615.884741
29.2904412,59.45769267,2650.954741
27.4904412,54.29769267,2556.384741
68,54.45,3687.75
30.8904412,68.24769267,2907.294741
31.6904412,64.41769267,2908.024741
31.2904412,58.08769267,2736.734741
27.4904412,63.21769267,2565.304741
28.8904412,64.11769267,2672.614741
29.2904412,58.18769267,2638.384741
32.0904412,64.43769267,2893.844741
34.2904412,61.45769267,2955.544741
31.8904412,66.57769267,2939.464741
28.4904412,67.08769267,2664.864741
29.6904412,53.15769267,2595.374741
27.4904412,53.26769267,2555.354741
41.4904412,64.42769267,3638.594741
34.2904412,69.37769267,3238.804741
35.2904412,64.12769267,3154.454741
1,73.6,73.6
31.8904412,62.19769267,2853.264741
28.0904412,68.30769267,2630.524741
28.0904412,67.29769267,2622.634741
40.8904412,61.27769267,3373.104741
38,81.85,3141.7
37.6904412,54.17769267,2797.124741
33.6904412,64.19769267,3011.974741
33.0904412,64.32769267,2962.184741
34.8904412,69.44769267,3299.674741
48,78.75,3682.45
1,19.25,19.25
31.6904412,67.02769267,2928.554741
35.8904412,72.22769267,3530.324741
28.2904412,63.08769267,2619.624741
5,80.6,415.55
37.4904412,71.22769267,3688.584741
41.4904412,53.19769267,2822.324741
34.8904412,65.27769267,3163.034741
32.0904412,67.84769267,2997.514741
34.2904412,67.51769267,3198.574741
38.0904412,65.70769267,3421.324741
41.6904412,61.21769267,3404.104741
27.4904412,58.17769267,2560.264741
29.0904412,58.93769267,2635.764741
69,60.05,4176.7
37.6904412,69.75769267,3578.924741
29.4904412,65.79769267,2727.314741
27.6904412,63.28769267,2579.114741
32.8904412,56.39769267,2746.034741
30.6904412,65.74769267,2845.314741
34.2904412,53.18769267,2699.174741
28.8904412,53.05769267,2583.694741
36.4904412,68.19769267,3435.894741
7,73.85,511.25
2,80.6,155.8
40.8904412,64.37769267,3610.094741
35.8904412,70.13769267,3503.274741
40.8904412,66.84769267,3780.994741
34.4904412,68.17769267,3264.434741
39.8904412,69.89769267,3871.904741
33.6904412,60.14769267,2917.324741
41.4904412,66.36769267,3796.064741
40.4904412,62.70769267,3453.034741
63,20.5,1328.15
41,20.25,865
27.4904412,63.63769267,2565.724741
27.6904412,67.29769267,2584.944741
41.2904412,53.10769267,2812.004741
23,44.95,996.85
64,97,6430.9
34.6904412,61.77769267,3007.054741
30.6904412,58.13769267,2687.584741
7,89.15,574.35
28.0904412,66.17769267,2625.684741
31.4904412,57.59769267,2719.324741
10,80.25,846
30.4904412,60.03769267,2729.104741
64,105.25,6823.4
32.6904412,55.36769267,2712.324741
35.6904412,68.63769267,3354.654741
28.2904412,53.25769267,2568.054741
35.4904412,68.97769267,3343.134741
38.8904412,59.27769267,3127.014741
36.6904412,53.32769267,2740.444741
18,75.9,1373.05
28.2904412,68.51769267,2649.814741
31.8904412,61.20769267,2832.504741
27.4904412,53.04769267,2555.134741
41.4904412,68.94769267,3943.874741
41.6904412,71.73769267,4176.634741
33.8904412,53.33769267,2689.354741
27.6904412,66.34769267,2587.604741
32.0904412,56.36769267,2717.464741
56,99.75,5608.4
34.6904412,68.43769267,3280.664741
43,85.1,3662.25
27.4904412,54.28769267,2556.374741
32.2904412,70.20769267,3064.604741
39.4904412,67.14769267,3613.044741
30.6904412,66.56769267,2833.354741
41,86.2,3339.05
27.4904412,59.34769267,2561.434741
72,64.8,4732.35
27.4904412,67.38769267,2569.474741
48,108.1,5067.45
11,19.95,214.75
38.2904412,66.30769267,3526.244741
35.6904412,60.16769267,3020.994741
44,90.4,4063
27.4904412,58.01769267,2560.104741
32.6904412,68.33769267,3070.354741
27,84.8,2309.55
27.6904412,58.07769267,2569.164741
31.0904412,53.19769267,2624.814741
35.6904412,68.22769267,3340.204741
40.4904412,67.22769267,3744.494741
33,109.9,3694.7
34.0904412,64.00769267,3056.194741
33.8904412,60.13769267,2912.044741
31.8904412,53.22769267,2634.324741
32,19.75,624.15
29.4904412,53.22769267,2598.844741
41.0904412,69.10769267,3952.824741
40.8904412,60.39769267,3321.064741
31.2904412,53.15769267,2635.184741
41.6904412,53.17769267,2845.054741
39.2904412,68.29769267,3713.704741
33.6904412,68.00769267,3123.594741
27.4904412,53.19769267,2555.284741
1,19.6,19.6
27.8904412,65.48769267,2598.044741
36.4904412,54.10769267,2764.534741
33.0904412,64.20769267,2981.114741
51,87.35,4473
36.8904412,63.34769267,3260.314741
16,73.25,1195.75
41.2904412,68.95769267,3923.084741
35.2904412,54.17769267,2756.244741
31.6904412,65.87769267,2920.484741
27.4904412,64.27769267,2566.364741
28.2904412,54.07769267,2577.754741
28.6904412,63.18769267,2654.394741
33.0904412,69.32769267,3117.394741
36.0904412,54.35769267,2773.404741
29.2904412,57.35769267,2641.164741
38.2904412,59.54769267,3119.014741
37.6904412,70.23769267,3626.584741
29.2904412,66.40769267,2723.024741
30.8904412,64.33769267,2830.314741
40.8904412,60.86769267,3346.444741
61,19.4,1182.55
41.6904412,62.25769267,3508.194741
27.6904412,59.90769267,2575.204741
29.6904412,58.29769267,2655.084741
35.4904412,53.16769267,2731.194741
32.4904412,58.10769267,2788.064741
34.4904412,53.38769267,2695.314741
41.6904412,72.02769267,4244.944741
35,89.85,3161.2
27.4904412,60.22769267,2562.314741
30.4904412,71.80769267,2927.814741
37.0904412,69.52769267,3565.384741
38.0904412,72.14769267,3761.204741
18,64.8,1166.7
34.4904412,65.29769267,3138.834741
60,105.9,6396.45
27.4904412,63.12769267,2565.214741
37.6904412,54.22769267,2805.354741
28.8904412,68.16769267,2703.214741
41.6904412,70.31769267,4073.614741
40.0904412,54.15769267,2879.854741
31.6904412,63.16769267,2860.384741
39.2904412,61.25769267,3267.784741
32.8904412,65.42769267,2996.724741
39.4904412,54.09769267,2834.884741
24,104.15,2494.65
32.8904412,67.79769267,3104.974741
33.2904412,65.37769267,3025.164741
27.6904412,53.21769267,2558.904741
27.4904412,64.23769267,2566.324741
28.4904412,53.14769267,2571.484741
32.0904412,63.10769267,2874.114741
28.0904412,69.44769267,2628.484741
28.6904412,69.17769267,2685.954741
41.6904412,72.42769267,4232.284741
41.2904412,57.22769267,3111.254741
64,102.1,6538.45
41.6904412,67.15769267,3869.094741
36.0904412,53.19769267,2724.924741
29.8904412,60.40769267,2698.174741
30.6904412,53.34769267,2617.424741
27.4904412,60.21769267,2562.304741
29.0904412,63.22769267,2664.184741
32.0904412,59.93769267,2814.374741
27.4904412,64.15769267,2566.244741
24,80.25,1861.5
34.2904412,64.42769267,3100.744741
7,75.7,554.05
28.2904412,68.43769267,2641.984741
30.2904412,63.01769267,2750.264741
29.4904412,53.14769267,2596.454741
36.8904412,58.27769267,2980.304741
31.2904412,65.50769267,2885.624741
72,108.5,8003.8
28.8904412,65.92769267,2687.314741
72,84.5,6130.85
15,100.15,1415
41.6904412,66.93769267,3791.694741
27.4904412,64.08769267,2566.174741
39.8904412,70.17769267,3870.754741
27.6904412,61.01769267,2574.134741
27.6904412,64.09769267,2579.184741
39.4904412,62.02769267,3331.824741
1,20.4,20.4
22,43.75,903.6
32.8904412,61.39769267,2908.434741
41.2904412,53.17769267,2830.834741
5,28.45,131.05
29.6904412,69.15769267,2798.994741
34,116.25,3899.05
41.4904412,65.35769267,3686.504741
41.2904412,62.25769267,3459.934741
52,84.05,4326.8
69,79.45,5502.55
31.2904412,68.03769267,2907.784741
29.4904412,64.81769267,2721.664741
27.6904412,68.05769267,2584.804741
28.4904412,65.31769267,2651.874741
1,19.85,19.85
20,94.3,1818.3
61,106.45,6300.15
28.2904412,64.08769267,2618.264741
38.4904412,70.30769267,3734.694741
33.2904412,68.21769267,3121.784741
40,104.8,4131.95
32.8904412,60.07769267,2860.564741
5,70.05,302.6
32.6904412,64.25769267,2937.174741
12,20.05,265.45
40.6904412,70.29769267,3949.194741
33.0904412,59.53769267,2839.704741
38.2904412,66.31769267,3493.984741
31.8904412,64.33769267,2903.024741
34.0904412,69.22769267,3247.304741
37.6904412,67.46769267,3498.964741
41.6904412,72.36769267,4231.134741
38.8904412,68.15769267,3637.374741
34.2904412,53.13769267,2688.694741
38.4904412,69.19769267,3692.564741
32.0904412,53.43769267,2649.434741
41.2904412,53.22769267,2823.354741
2,79.95,174.45
40.8904412,70.64769267,4027.264741
27.4904412,66.21769267,2568.304741
12,89.55,1021.75
39.8904412,65.52769267,3557.114741
33.8904412,60.90769267,2942.384741
41.0904412,68.34769267,3900.144741
39.2904412,65.33769267,3540.644741
41.6904412,71.83769267,4201.004741
29.4904412,61.00769267,2671.624741
27.4904412,53.12769267,2555.214741
10,86.05,834.1
29.8904412,58.32769267,2670.704741
34.0904412,65.00769267,3080.744741
35.0904412,66.47769267,3204.504741
40.2904412,70.22769267,3900.154741
37.2904412,69.59769267,3604.404741
30.2904412,53.16769267,2613.624741
41.6904412,71.27769267,4144.684741
72,115.6,8220.4
38.2904412,53.08769267,2781.954741
23,25.6,514.75
33.6904412,65.28769267,3070.534741
38.4904412,62.96769267,3312.904741
27.4904412,53.19769267,2555.284741
34.8904412,63.33769267,3092.944741
29.4904412,63.25769267,2703.314741
1,49.3,49.3
38.4904412,70.66769267,3757.964741
27.8904412,53.93769267,2569.114741
7,69.7,516.15
39.0904412,69.11769267,3723.654741
28.6904412,62.07769267,2640.494741
41.4904412,63.38769267,3545.984741
30.2904412,69.59769267,2884.754741
41.4904412,63.91769267,3622.854741
34.2904412,69.26769267,3256.824741
29.4904412,57.29769267,2635.824741
39.2904412,53.06769267,2771.954741
36.6904412,61.13769267,3102.104741
29.4904412,62.19769267,2690.754741
56,100.3,5614.45
32.8904412,71.38769267,3192.184741
61,81.05,4747.65
33.4904412,68.82769267,3167.724741
9,70.5,597.9
34.2904412,68.12769267,3224.384741
27.6904412,53.14769267,2559.064741
29.6904412,53.01769267,2598.014741
27.4904412,64.27769267,2566.364741
28.0904412,67.05769267,2620.544741
27.4904412,53.01769267,2555.104741
27.8904412,53.21769267,2563.644741
27.4904412,66.35769267,2568.444741
37.6904412,61.86769267,3219.794741
28.2904412,53.23769267,2568.324741
41.6904412,69.04769267,4035.724741
41.4904412,67.29769267,3884.914741
41.6904412,71.59769267,4165.514741
36.4904412,54.19769267,2786.264741
39.8904412,65.91769267,3638.304741
33.2904412,66.07769267,3039.024741
1,45.6,45.6
29.6904412,61.54769267,2694.054741
30.4904412,60.18769267,2734.534741
28.0904412,62.32769267,2598.744741
37.4904412,67.28769267,3474.214741
40.2904412,53.29769267,2834.194741
30.4904412,64.12769267,2785.404741
27.6904412,53.20769267,2560.844741
40.4904412,64.06769267,3523.154741
36.4904412,70.94769267,3531.944741
33.6904412,71.12769267,3272.904741
41.6904412,66.54769267,3770.154741
34.8904412,65.41769267,3168.284741
37.4904412,58.78769267,3022.654741
72,114.55,8306.05
40.2904412,70.26769267,3908.584741
29.0904412,55.20769267,2601.094741
9,65,663.05
40.4904412,53.32769267,2822.724741
36.0904412,71.17769267,3523.374741
37.2904412,63.11769267,3234.944741
30.2904412,58.98769267,2677.584741
28.8904412,54.26769267,2588.564741
66,102.85,6976.75
38.6904412,66.72769267,3528.274741
28.6904412,64.92769267,2655.894741
29.2904412,56.12769267,2623.824741
39.6904412,67.62769267,3702.464741
35.2904412,66.22769267,3222.434741
20,19.7,406.95
7,20,137.6
32.2904412,68.24769267,3030.444741
31.8904412,66.06769267,2944.924741
40.4904412,70.13769267,3915.194741
41.6904412,71.54769267,4139.994741
37.0904412,67.22769267,3460.754741
35.8904412,71.36769267,3488.884741
36.4904412,60.21769267,3046.094741
72,89.85,6562.9
10,20.35,176.3
35.2904412,60.12769267,2998.544741
65,105.5,6985.65
33.4904412,69.10769267,3173.284741
40.8904412,63.39769267,3533.574741
56,104.55,5794.65
29.2904412,66.26769267,2722.364741
40.8904412,54.29769267,2875.344741
35.8904412,60.44769267,3051.164741
27.4904412,67.12769267,2569.214741
37.0904412,67.18769267,3408.744741
30.2904412,54.26769267,2630.274741
31.2904412,68.12769267,2931.234741
27.4904412,58.35769267,2560.444741
37.2904412,63.14769267,3239.734741
2,89.5,161.5
32.0904412,63.21769267,2897.824741
27.8904412,63.12769267,2595.764741
27.4904412,64.13769267,2566.224741
34.2904412,53.23769267,2682.364741
30.6904412,54.17769267,2646.354741
28.8904412,53.14769267,2584.164741
29.2904412,68.23769267,2724.324741
40.8904412,66.98769267,3777.844741
36.2904412,64.97769267,3270.804741
27.6904412,53.18769267,2558.484741
34.6904412,53.28769267,2690.834741
28.0904412,54.06769267,2570.514741
29.2904412,58.26769267,2637.044741
27.4904412,53.22769267,2555.314741
40.2904412,63.12769267,3443.134741
38.6904412,53.11769267,2784.824741
27.8904412,64.16769267,2598.924741
27.6904412,63.14769267,2580.334741
37.0904412,55.25769267,2841.924741
4,45.65,191.05
41.2904412,60.77769267,3359.164741
37.8904412,53.18769267,2759.194741
37.8904412,54.32769267,2818.524741
1,75.05,75.05
22,24.85,493.4
52,49.15,2550.9
65,110.35,7246.15
36.8904412,54.12769267,2792.094741
27.6904412,56.15769267,2563.754741
27.8904412,70.80769267,2614.024741
36.2904412,65.49769267,3306.474741
27.4904412,65.21769267,2567.304741
61,73.8,4616.05
27.8904412,62.09769267,2590.434741
35.2904412,69.96769267,3388.984741
27.4904412,63.43769267,2565.524741
27.4904412,59.19769267,2561.284741
37.4904412,54.13769267,2804.584741
27.6904412,59.06769267,2569.524741
37.6904412,55.23769267,2875.984741
37.4904412,65.89769267,3381.194741
1,20.45,20.45
33.4904412,64.26769267,3020.204741
36.6904412,53.32769267,2753.914741
27.8904412,64.23769267,2605.444741
31.6904412,53.22769267,2634.704741
27.4904412,53.34769267,2555.434741
41.6904412,66.24769267,3814.544741
27.8904412,59.24769267,2584.934741
36.6904412,66.20769267,3354.914741
41.6904412,62.51769267,3513.624741
40.4904412,61.87769267,3389.244741
34.2904412,65.84769267,3120.994741
33.0904412,66.19769267,3054.544741
2,20.55,33.6
28.0904412,59.06769267,2592.994741
32.2904412,65.18769267,2954.374741
40.2904412,61.13769267,3299.264741
32.6904412,70.14769267,3144.104741
33.0904412,64.27769267,3003.984741
33.0904412,65.23769267,2993.664741
27.4904412,53.12769267,2555.214741
31.2904412,65.41769267,2888.044741
38.8904412,54.15769267,2855.104741
30.0904412,66.41769267,2784.114741
41.6904412,54.29769267,2893.484741
36.4904412,67.04769267,3400.414741
41.4904412,60.86769267,3380.484741
33.6904412,66.34769267,3084.164741
32.4904412,59.28769267,2806.804741
40.8904412,65.28769267,3669.164741
27.6904412,53.25769267,2558.254741
39.4904412,53.32769267,2812.494741
28.0904412,66.40769267,2627.564741
27.8904412,58.28769267,2579.604741
33,94.5,3105.55
29.0904412,53.46769267,2592.214741
31.6904412,54.46769267,2672.484741
28.2904412,65.38769267,2622.524741
33.2904412,67.55769267,3102.934741
40.2904412,64.05769267,3512.434741
36.2904412,66.66769267,3339.644741
28.2904412,53.28769267,2569.854741
25,75.5,1901.05
41.6904412,65.02769267,3697.444741
27,90.15,2423.4
33.6904412,59.33769267,2881.994741
30,110.45,3327.05
41.2904412,69.41769267,3968.404741
35.6904412,65.08769267,3220.124741
41.6904412,67.18769267,3890.774741
47,65,2879.9
2,80.45,137.1
29.2904412,68.92769267,2753.014741
39.4904412,54.03769267,2861.624741
28.2904412,58.02769267,2591.734741
41.6904412,71.37769267,4127.754741
72,114.95,8196.4
27.8904412,64.22769267,2591.884741
36.8904412,53.06769267,2722.324741
63,90.05,5817
32.6904412,60.55769267,2881.894741
70,80.15,5600.15
28.6904412,63.48769267,2654.454741
27.6904412,67.28769267,2589.404741
20,98.55,1842.8
66,19.7,1253.8
27.8904412,53.18769267,2562.744741
30.2904412,66.39769267,2805.214741
41.6904412,67.28769267,3863.984741
1,20.8,20.8
31.6904412,67.06769267,2932.874741
27.8904412,63.27769267,2593.074741
41.6904412,62.58769267,3503.064741
40.2904412,53.19769267,2809.824741
29.4904412,56.37769267,2623.934741
31.6904412,64.98769267,2871.354741
30.0904412,53.29769267,2606.444741
41,74.25,3089.1
17,64.8,1175.6
29.4904412,53.30769267,2598.764741
30.2904412,67.88769267,2840.234741
27.4904412,53.19769267,2555.284741
28.2904412,66.99769267,2642.134741
33.8904412,68.37769267,3158.654741
41.6904412,71.34769267,4164.434741
27.8904412,57.27769267,2569.804741
27.6904412,65.61769267,2588.234741
39.0904412,70.61769267,3781.764741
27.6904412,58.28769267,2569.204741
41.4904412,63.88769267,3582.204741
28.2904412,58.17769267,2595.394741
27,54.75,1510.3
27.4904412,59.65769267,2561.744741
39.8904412,57.33769267,3069.094741
46,110,4874.8
41.6904412,60.27769267,3348.024741
34,60.85,2003.6
32.0904412,64.89769267,2917.784741
72,69.65,4908.25
39.2904412,61.18769267,3269.344741
40.8904412,64.59769267,3555.904741
28.8904412,53.18769267,2580.624741
34.0904412,62.74769267,3019.164741
28.4904412,58.21769267,2611.044741
27.6904412,62.05769267,2580.034741
33.4904412,65.55769267,3061.034741
31.2904412,54.32769267,2652.784741
27.4904412,53.21769267,2555.304741
39.6904412,68.56769267,3776.384741
41.2904412,64.34769267,3633.584741
29.2904412,68.91769267,2762.954741
35.0904412,53.97769267,2732.064741
46,64.2,3009.5
28.4904412,66.28769267,2649.194741
72,76.8,5468.45
18,55.2,1058.1
41.4904412,70.92769267,4074.504741
35.2904412,69.47769267,3373.924741
1,69.55,69.55
38.8904412,69.86769267,3754.834741
41.2904412,70.01769267,4001.334741
42,25.25,1108.2
34,30.4,938.65
28.2904412,53.22769267,2570.134741
25,84.6,2088.05
27.6904412,66.45769267,2587.044741
38.2904412,69.95769267,3682.654741
31.4904412,71.45769267,3014.724741
41.2904412,66.81769267,3748.594741
39.4904412,70.48769267,3901.574741
35.8904412,65.04769267,3264.624741
36.6904412,69.83769267,3529.164741
28.2904412,62.00769267,2614.924741
62,25.8,1563.95
30.4904412,67.10769267,2837.354741
28.6904412,68.33769267,2680.174741
14,25.55,372.45
60,90.95,5453.4
34.0904412,58.18769267,2839.824741
37.2904412,70.92769267,3673.444741
34.8904412,54.22769267,2744.094741
41.2904412,64.03769267,3595.764741
34.6904412,66.97769267,3219.414741
28.0904412,64.98769267,2609.864741
39.2904412,67.86769267,3706.214741
39.6904412,63.49769267,3448.764741
1,44.4,44.4
34.4904412,65.05769267,3122.294741
44,20.4,905.55
38.2904412,69.21769267,3653.164741
41.6904412,70.21769267,4069.264741
12,19.8,229.6
29.8904412,55.38769267,2630.124741
27.4904412,67.19769267,2569.284741
30.2904412,53.32769267,2610.494741
65,84.85,5459.2
29.6904412,55.84769267,2640.254741
41.6904412,67.61769267,3907.734741
72,89.8,6510.45
